DistrictName,ST_LEAID,SchoolYear,mSGP_ELA,mSGP_Math,mSGP_ELA Grade 4,mSGP_ELA Grade 5,mSGP_ELA Grade 6,mSGP_ELA Grade 7,mSGP_ELA Grade 8,mSGP_Math Grade 4,mSGP_Math Grade 5,mSGP_Math Grade 6,mSGP_Math Grade 7,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_ME_Geometry,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_School,TeacherAvgYearsExp_School,TeacherAvgYearsExpInDistrict_School,PercentageTeacherInDistrict4YearsOrMore_School,PercentageOfOutOfFieldTeachers,PercentageTeachersWithProvisionalCredentials_School,Chronic_Abs_Count,Chronic_Abs_Pct,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment
Madison Public School District,NJ-272870,2023-24,50.0,52.5,57,51,50,51.5,41,61.5,57,43,49,75.4,44.6,84.7,NA,NA,NA,NA,NA,NA,NA,0.3003493095044679,67.3,36.7,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15167343623070675,0.1862029646522235,11:1,177:1,229,13.2,10.8,76.9,3.1,9.6,238,9.7,20.1,3.0,48,148,183,182,194,160,193,180,193,183,191,205,185,231,2476
Mendham Borough School District,NJ-273090,2023-24,60.5,52.0,44.5,56,84,78.5,35,39,30,80,58,87.3,54.5,92.7,NA,NA,NA,NA,NA,NA,NA,0.41266447368421055,80.1,43.2,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21511627906976744,0.20131687242798355,9:1,70:1,56,10.9,7.3,67.3,1.8,19.6,15,3.2,13.5,3.7,25,45,60,48,52,46,49,43,64,57,0,0,0,0,489
Mendham Township School District,NJ-273100,2023-24,64.5,66.0,50,82,67,61,50,56,66.5,83,45.5,90.5,71.3,94.6,NA,NA,NA,NA,NA,NA,NA,0.5736895161290323,88.7,75.3,91.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30065708418891174,0.2858823529411765,10:1,113:1,81,12.8,11.8,69.1,3.7,0,25,3.4,16.7,0.5,53,79,67,81,103,87,99,76,79,66,0,0,0,0,790
Mine Hill Township School District,NJ-273240,2023-24,34.0,56.0,12,35,48,NA,NA,25.5,56.5,74,NA,58.7,14.3,66.5,NA,NA,NA,NA,NA,NA,NA,0.07858638743455498,43.2,17.9,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05804123711340207,0.05804123711340207,12:1,129:1,33,12.8,11.0,78.8,0,3.0,39,11.6,14.5,37.5,47,47,44,51,46,38,51,58,0,0,0,0,0,0,387
Montville Township School District,NJ-273340,2023-24,52.0,53.0,66,52,41,54,46,69,42,53,47.5,80.0,36.7,88.2,NA,NA,NA,NA,NA,NA,NA,0.3495902105862265,73.1,29.6,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21843767625493515,0.25166795366795364,10:1,143:1,353,12.5,12.3,81.3,0.3,2.8,146,4.3,17.2,3.4,77,223,257,253,256,295,249,277,244,231,240,292,268,271,3433
Morris Plains School District,NJ-273380,2023-24,62.0,67.5,61,45,47,87.5,58,75,68,56.5,68.5,78.5,38.8,89.0,NA,NA,NA,NA,NA,NA,NA,0.3281298701298701,70.3,36.7,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21931578947368421,0.1828125,9:1,100:1,69,10.6,7.9,56.5,2.9,13.0,39,6.6,22.8,11.0,12,63,70,64,63,90,43,63,72,62,0,0,0,0,602
Morris School District,NJ-273385,2023-24,54.0,42.0,55,57,41,58,58,48,62.5,24,31,58.5,26.3,66.4,NA,NA,NA,NA,NA,NA,NA,0.2100285248573757,38.8,17.0,44.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064850863422292,0.09206209724663152,12:1,157:1,463,10.8,10.7,71.4,0.9,24.4,479,9.4,15.3,36.1,614,354,363,368,358,348,362,325,386,333,471,483,463,416,5644
Mount Arlington Public School District,NJ-273410,2023-24,65.0,58.0,45,68,74,73,61,48,59,58,62,65.9,25.0,80.1,NA,NA,NA,NA,NA,NA,NA,0.28074766355140185,43.1,10.7,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1055813953488372,0.13045977011494253,8:1,91:1,44,13.9,10.9,77.3,4.5,4.5,49,14.0,28.4,19.0,14,40,50,38,44,32,39,31,33,42,0,0,0,0,363
Mount Olive Township School District,NJ-273450,2023-24,47.0,51.0,57,49,35.5,55,36,54,57,42,51,61.6,16.9,71.2,NA,NA,NA,NA,NA,NA,NA,0.1997434869739479,48.3,15.5,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09716275368085954,0.11717552887364209,11:1,167:1,440,11.1,11.1,75.7,8.9,14.8,457,9.8,19.1,18.8,149,310,357,330,349,351,357,382,381,377,383,389,360,363,4838
Mountain Lakes Public School District,NJ-273460,2023-24,53.0,64.0,54,54,60,41.5,46.5,53,62,76,63,88.5,51.6,95.2,NA,NA,NA,NA,NA,NA,NA,0.4241329011345219,76.8,36.5,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2478526645768025,0.32386363636363635,9:1,103:1,152,12.8,12.6,80.9,1.3,6.6,69,5.6,22.4,1.9,28,75,79,65,81,84,84,89,95,88,134,136,143,154,1335
Netcong School District,NJ-273520,2023-24,44.5,47.0,60.5,33,42,71,34.5,58,44,33.5,56,49.1,20.5,59.3,NA,NA,NA,NA,NA,NA,NA,0.12646706586826348,37.2,20.5,43.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057542857142857146,0.06993055555555555,9:1,74:1,34,11.9,6.7,50.0,2.9,0,23,8.8,26.0,32.4,38,19,26,35,34,25,35,29,24,31,0,0,0,0,296
Parsippany-Troy Hills Township School District,NJ-273950,2023-24,48.0,55.0,58,55,38,41,49,65.5,67,44,43,68.7,18.3,77.4,NA,NA,NA,NA,NA,NA,NA,0.2474867303609342,64.5,15.2,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19004191773644222,0.2239247510143858,11:1,175:1,642,13.1,12.9,81.3,0.5,1.2,508,7.3,15.9,15.9,217,541,559,528,547,573,578,557,550,564,530,465,435,496,7140
Long Hill Township School District,NJ-274000,2023-24,51.0,40.0,52,38,53,65,55,36.5,39,30,58,69.4,40.8,76.1,NA,NA,NA,NA,NA,NA,NA,0.18981617647058824,57.5,25.5,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08907235621521337,0.09197368421052633,11:1,122:1,81,13.1,11.1,77.8,1.2,3.7,61,7.3,16.2,7.1,37,93,78,99,93,88,89,94,99,86,0,0,0,0,856
Pequannock Township School District,NJ-274080,2023-24,48.0,51.0,57.5,47,31,39,59.5,62.5,40,43,53,71.4,29.1,82.9,NA,NA,NA,NA,NA,NA,NA,0.2897538742023701,62.1,25.6,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10794895168641751,0.1368733850129199,11:1,111:1,186,15.8,10.7,67.7,1.6,5.3,188,9.1,21.0,4.4,77,153,123,150,162,157,147,171,155,149,179,154,156,170,2103
Randolph Township School District,NJ-274330,2023-24,53.0,58.0,55.5,55,50,50,57.5,68,66.5,45,55,66.4,28.3,75.4,NA,NA,NA,NA,NA,NA,NA,0.23342117429496073,52.7,23.7,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09844597701149425,0.12536175710594316,11:1,126:1,376,10.4,9.9,71.5,0.3,9.0,323,7.8,17.2,10.8,120,338,317,316,319,318,322,329,298,315,294,324,317,334,4261
Riverdale School District,NJ-274440,2023-24,63.0,38.5,45,87.5,33,45,67.5,42,66,16.5,34,66.0,17.5,79.1,NA,NA,NA,NA,NA,NA,NA,0.19878947368421054,45.2,22.5,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03205263157894737,0.03448979591836735,9:1,95:1,32,13.3,9.9,62.5,0,6.1,18,6.7,19.7,15.1,16,28,30,23,20,27,35,31,31,42,0,0,0,0,283
Rockaway Borough School District,NJ-274480,2023-24,55.0,55.0,44,68,42,44,78,65,44,50,64,57.0,23.3,69.2,NA,NA,NA,NA,NA,NA,NA,0.14232919254658385,48.8,15.1,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0830930930930931,0.0776534296028881,10:1,115:1,60,11.3,9.5,68.3,3.3,3.3,22,4.2,25.9,23.4,52,56,59,66,59,62,56,45,63,58,0,0,0,0,576
Rockaway Township School District,NJ-274490,2023-24,42.0,43.0,44.5,52,47,44,28.5,51.5,51,36,35,61.3,28.0,70.2,NA,NA,NA,NA,NA,NA,NA,0.17416666666666666,49.6,25.2,56.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07960734642178595,0.08809220985691575,10:1,177:1,255,11.3,11.3,76.1,0.8,3.9,175,7.3,21.4,13.3,82,234,278,245,240,290,241,269,283,311,0,0,0,0,2473
Roxbury Township School District,NJ-274560,2023-24,45.0,50.0,42,32,62,31,56,50.5,58,58.5,35.5,51.3,15.3,59.6,NA,NA,NA,NA,NA,NA,NA,0.11790883190883192,38.1,13.1,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03445008460236887,0.04208298755186722,11:1,124:1,319,13.9,11.4,77.4,0.6,6.6,268,8.0,19.5,19.8,43,199,222,224,245,227,250,262,253,273,287,286,277,297,3345
Washington Township School District,NJ-275520,2023-24,58.0,58.0,67,62,46,63.5,53.5,64,65,53,56,71.0,32.7,81.1,NA,NA,NA,NA,NA,NA,NA,0.22745022970903522,62.0,29.4,70.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08690130068859984,0.09753609239653513,10:1,183:1,203,14.7,14.3,89.7,0.5,0.5,137,7.1,20.2,5.1,86,216,193,204,204,234,185,257,176,255,0,0,0,0,2010
Wharton Borough School District,NJ-275770,2023-24,52.0,53.0,52.5,59,34,36,69,55.5,52,43,60,43.3,11.7,54.3,NA,NA,NA,NA,NA,NA,NA,0.11521367521367522,39.4,15.1,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048914405010438415,0.055271317829457364,9:1,131:1,85,12.5,9.8,67.1,9.4,5.8,64,9.2,22.9,50.6,80,72,72,80,72,67,67,80,100,93,0,0,0,0,783
Barnegat Township School District,NJ-290185,2023-24,42.0,45.5,52,37,36,34,50,57,37,56,36.5,44.4,12.5,50.9,NA,NA,NA,NA,NA,NA,NA,0.07558823529411764,37.5,13.1,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04078250863060989,0.05566068515497553,11:1,145:1,330,10.1,8.8,69.7,4.2,8.2,677,20.5,18.4,36.0,354,242,268,281,265,255,245,243,261,253,262,253,227,210,3619
Bay Head Borough School District,NJ-290210,2023-24,37.0,47.0,38,81,37,35.5,21.5,75.5,68,29.5,33.5,70.1,*,71.4,NA,NA,NA,NA,NA,NA,NA,0.12670454545454546,55.2,*,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09388235294117647,0.11083333333333334,6:1,60:1,19,10.8,9.5,61.1,0,5.3,4,3.4,2.5,0.0,0,12,5,14,12,10,13,22,16,14,0,0,0,0,119
Beach Haven School District,NJ-290230,2023-24,30.5,53.0,*,*,29,NA,NA,*,*,56,NA,51.5,*,51.7,NA,NA,NA,NA,NA,NA,NA,NA,45.5,*,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.08,5:1,60:1,12,9.1,5.1,54.5,0,0,6,11.5,0.0,0.0,8,3,5,11,3,9,8,13,0,0,0,0,0,0,60
Berkeley Township School District,NJ-290320,2023-24,47.0,49.0,45,42.5,51.5,NA,NA,46.5,52,47,NA,42.9,16.0,52.9,NA,NA,NA,NA,NA,NA,NA,0.05219964664310955,38.0,15.0,46.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04852863436123348,0.04852863436123348,11:1,186:1,211,14.2,12.6,85.8,0,2.8,398,19.9,25.0,31.6,404,280,259,276,315,307,286,271,0,0,0,0,0,0,2398
Brick Township Public School District,NJ-290530,2023-24,53.0,58.0,56,49.5,51,55,54.5,58,55,57,59,48.8,15.3,57.7,NA,NA,NA,NA,NA,NA,NA,0.10605783866057839,36.6,12.3,43.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04504010025062657,0.05397675237759775,12:1,196:1,676,14.5,14.5,84.9,2.5,3.0,1439,18.7,21.0,34.0,571,548,528,612,576,576,581,584,593,608,584,667,533,591,8152
Central Regional School District,NJ-290770,2023-24,32.0,51.0,NA,NA,NA,30,35,NA,NA,NA,51,38.9,<10%,47.2,NA,NA,NA,NA,NA,NA,NA,0.08681372549019607,27.7,<10%,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036709613478691776,0.05,12:1,146:1,184,11.9,11.9,75.0,7.6,12.4,632,28.1,20.0,34.5,0,0,0,0,0,0,0,0,356,351,350,397,376,358,2188
Eagleswood Township School District,NJ-291150,2023-24,49.0,47.5,51.5,12,74,NA,NA,54,32,41,NA,36.1,21.4,40.4,NA,NA,NA,NA,NA,NA,NA,0.03426229508196721,27.9,<10%,34.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04786885245901639,0.04786885245901639,9:1,37:1,17,8.4,6.5,50.0,11.8,17.6,12,10.3,22.6,29.5,30,17,24,13,17,10,16,19,0,0,0,0,0,0,146
Island Heights School District,NJ-292350,2023-24,55.5,52.5,56,63,47,NA,NA,55,52,49.5,NA,66.2,42.9,71.9,NA,NA,NA,NA,NA,NA,NA,0.12788732394366198,60.6,42.9,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08408450704225354,0.08408450704225354,9:1,47:1,15,14.0,9.2,71.4,20.0,0,10,8.2,17.6,2.1,15,18,17,16,24,19,14,15,0,0,0,0,0,0,138
Jackson Township School District,NJ-292360,2023-24,48.0,49.5,46,52,47,45,50,55.5,58,39.5,47,43.2,14.0,49.5,NA,NA,NA,NA,NA,NA,NA,0.08544206479956068,38.4,14.5,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04536744692433315,0.05377586880124951,13:1,208:1,604,15.0,12.8,78.6,0.8,9.1,1441,20.1,16.3,36.6,523,458,465,461,502,515,521,526,591,586,593,639,640,632,7652
Lacey Township School District,NJ-292480,2023-24,39.0,46.0,50,32,37,54,29,51,39,43,48,45.4,20.7,54.0,NA,NA,NA,NA,NA,NA,NA,0.09367234744365037,37.5,23.1,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03789010989010989,0.05013698630136986,13:1,155:1,304,15.8,14.8,89.5,0.3,0,753,20.7,25.3,26.7,293,263,254,270,260,307,263,282,280,275,271,294,274,273,3859
Lakehurst School District,NJ-292500,2023-24,50.0,44.0,65,46,34,75.5,44,64,22,44,62,20.6,<10%,26.1,NA,NA,NA,NA,NA,NA,NA,NA,14.5,<10%,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014433962264150944,0.017386363636363637,10:1,106:1,41,10.3,8.0,61.0,14.6,4.9,84,25.8,26.5,61.2,81,41,33,38,44,34,31,40,28,36,0,0,0,0,423
Lakewood Township School District,NJ-292520,2023-24,54.0,50.0,51.5,57,51,57,56,49,59,39,50,40.0,19.1,50.9,NA,NA,NA,NA,NA,NA,NA,0.07663275686673449,25.1,11.4,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009497630331753553,0.013994413407821229,9:1,129:1,481,10.1,9.2,68.2,1.5,11.4,667,15.6,27.0,86.0,402,300,276,327,299,293,299,290,299,287,388,328,304,265,4357
Lavallette Borough School District,NJ-292550,2023-24,56.0,67.0,15,61,50,56.5,70,81,61,86,50,58.6,23.8,69.7,NA,NA,NA,NA,NA,NA,NA,0.12494252873563219,46.0,14.3,56.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04875,0.05735294117647059,8:1,53:1,19,11.2,9.7,63.2,5.3,5.3,21,15.0,19.0,9.5,19,23,18,12,15,13,15,11,13,19,0,0,0,0,158
Little Egg Harbor Township School District,NJ-292690,2023-24,52.0,63.0,65,40,53.5,NA,NA,67,62,65,NA,38.8,11.7,48.2,NA,NA,NA,NA,NA,NA,NA,0.04093350383631713,33.6,12.7,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03314249363867684,0.03314249363867684,11:1,155:1,162,11.3,10.1,70.3,3.1,4.9,285,20.7,22.5,49.1,320,223,173,196,225,185,183,204,0,0,0,0,0,0,1709
Long Beach Island School District,NJ-292760,2023-24,57.0,50.5,57,61,56.5,NA,NA,68,45,61,NA,59.5,47.1,62.7,NA,NA,NA,NA,NA,NA,NA,0.08272727272727273,40.5,29.4,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045681818181818185,0.045681818181818185,6:1,64:1,30,16.0,14.9,93.3,0,0,28,16.7,23.8,10.4,26,23,27,28,22,21,28,18,0,0,0,0,0,0,193
Manchester Township School District,NJ-292940,2023-24,41.0,39.0,37,57,27,43,41,37.5,49,38,32,40.9,10.4,52.4,NA,NA,NA,NA,NA,NA,NA,0.07910095799557848,29.6,10.3,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0324274593064402,0.03759545923632611,10:1,131:1,297,12.8,11.5,72.4,1.3,2.4,511,19.0,25.3,47.3,234,173,176,196,192,210,185,215,195,211,217,257,214,216,2891
Ocean Gate School District,NJ-293800,2023-24,30.0,36.0,50,22,22,NA,NA,11,46,37,NA,33.3,15.8,40.9,NA,NA,NA,NA,NA,NA,NA,0,22.2,15.8,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0480952380952381,0.0480952380952381,8:1,72:1,19,15.2,12.2,63.2,5.3,0,49,43.0,29.4,55.9,28,21,14,15,15,15,18,15,0,0,0,0,0,0,141
Ocean Township School District,NJ-293820,2023-24,44.0,54.0,41,29,60,NA,NA,46,44,73,NA,41.2,18.5,48.9,NA,NA,NA,NA,NA,NA,NA,0.04409448818897638,32.5,10.8,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016705882352941175,0.016705882352941175,12:1,196:1,51,11.8,11.5,78.4,0,9.8,72,15.8,27.9,39.0,128,74,65,55,61,58,66,79,0,0,0,0,0,0,587
Pinelands Regional School District,NJ-294105,2023-24,41.0,34.5,NA,NA,NA,32.5,49.5,NA,NA,NA,34,43.1,<10%,53.7,NA,NA,NA,NA,NA,NA,NA,0.15121951219512195,19.3,<10%,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010733137829912023,0.03,10:1,126:1,148,14.9,11.7,69.6,5.4,10.7,322,20.6,22.4,45.4,0,0,0,0,0,0,0,0,251,250,273,248,253,235,1510
Plumsted Township School District,NJ-294190,2023-24,34.0,36.0,29,55,25,17,53,39,63.5,27,19,47.9,12.8,60.5,NA,NA,NA,NA,NA,NA,NA,0.09988155668358714,43.7,16.7,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0677310924369748,0.09080188679245282,12:1,143:1,94,18.6,16.9,94.7,1.1,1.1,214,19.9,14.1,15.5,87,72,72,81,84,87,84,87,92,92,83,87,67,71,1146
Point Pleasant Borough School District,NJ-294210,2023-24,43.0,53.0,54,37.5,51,33,42,57.5,54,39.5,61.5,59.9,17.9,68.6,NA,NA,NA,NA,NA,NA,NA,0.1453496755587599,56.7,21.3,64.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0737921146953405,0.0928986960882648,11:1,155:1,244,12.4,12.4,78.3,0.8,2.9,260,9.9,16.0,9.5,42,171,179,206,201,181,227,190,212,196,201,213,216,205,2640
Point Pleasant Beach School District,NJ-294220,2023-24,58.0,62.5,54,72.5,73,67,33,74,63.5,55,40,70.6,31.0,81.9,NA,NA,NA,NA,NA,NA,NA,0.22803846153846152,51.4,18.5,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12072202166064981,0.1804320987654321,8:1,79:1,76,15.0,11.5,74.7,6.6,5.3,62,9.8,16.7,14.4,18,35,22,30,34,35,34,28,31,46,56,83,85,98,635
Seaside Heights School District,NJ-294710,2023-24,56.5,68.0,35,59.5,60,NA,NA,45.5,80,54.5,NA,33.3,<10%,52.3,NA,NA,NA,NA,NA,NA,NA,0.0362962962962963,32.1,<10%,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04765432098765432,0.04765432098765432,7:1,35:1,24,14.0,14.0,79.2,4.2,8.3,54,39.1,42.5,74.7,34,20,21,14,18,25,21,21,0,0,0,0,0,0,174
Southern Regional School District,NJ-294950,2023-24,62.0,55.0,NA,NA,NA,62,63,NA,NA,NA,55,63.6,26.8,74.5,NA,NA,NA,NA,NA,NA,NA,0.185986290936786,43.9,17.4,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03794561933534743,0.08,12:1,150:1,229,14.7,14.7,86.0,0.4,3.1,406,14.8,23.0,18.2,0,0,0,0,0,0,0,0,436,431,491,409,474,456,2697
Stafford Township School District,NJ-295020,2023-24,48.0,49.0,46,53,44,NA,NA,49,57,45,NA,55.9,25.0,64.7,NA,NA,NA,NA,NA,NA,NA,0.09075348075348076,49.0,22.0,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08146222583265637,0.08146222583265637,14:1,205:1,196,11.3,11.3,69.4,0,14.8,379,17.3,19.6,24.0,437,327,303,314,291,326,327,304,0,0,0,0,0,0,2629
Toms River Regional School District,NJ-295190,2023-24,48.0,51.0,40,50,56,52,42,56,55,40,52,44.9,12.4,53.8,NA,NA,NA,NA,NA,NA,NA,0.11371798402643898,32.9,10.9,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04136179410970008,0.053658017041053455,13:1,219:1,1115,15.8,14.3,84.6,0.6,8.5,2245,15.9,21.3,36.7,462,939,999,1025,1024,1009,1067,1065,1137,1126,1100,1197,1116,1113,14379
Tuckerton Borough School District,NJ-295220,2023-24,41.0,44.0,21,53,46,NA,NA,41,46,61,NA,33.6,<10%,40.5,NA,NA,NA,NA,NA,NA,NA,0.023028169014084506,31.5,11.1,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03126760563380281,0.03126760563380281,9:1,75:1,35,9.9,8.8,63.6,0,11.4,55,22.6,16.1,48.8,53,30,36,35,40,38,35,30,0,0,0,0,0,0,297
Bloomingdale School District,NJ-310420,2023-24,55.0,65.0,54,49,54,41,84,83.5,48,72,44,56.1,21.6,65.8,NA,NA,NA,NA,NA,NA,NA,0.09423880597014926,53.8,24.3,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06320474777448071,0.0726241134751773,10:1,107:1,62,10.3,10.2,61.3,1.6,7.9,56,10.3,23.4,33.2,102,58,75,57,58,69,46,59,61,56,0,0,0,0,641
Clifton Public School District,NJ-310900,2023-24,47.0,47.0,50,50,30,47,57,48.5,50.5,40,46,39.6,13.0,46.9,NA,NA,NA,NA,NA,NA,NA,0.08078386167146974,32.6,12.6,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040422482082233126,0.04831921651667549,12:1,162:1,914,13.7,11.9,75.4,2.3,5.1,1686,16.6,20.8,62.4,878,760,720,789,760,744,805,789,803,816,771,798,798,765,10996
Haledon Public School District,NJ-311920,2023-24,37.0,50.0,46,39.5,43,44,22,48,55.5,43,50,32.8,<10%,36.7,NA,NA,NA,NA,NA,NA,NA,0.041177419354838714,27.4,<10%,31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026147798742138365,0.025224171539961013,10:1,257:1,99,10.5,9.1,67.3,1.0,15.2,228,24.6,14.2,67.3,91,84,101,110,90,112,111,86,118,124,0,0,0,0,1027
Hawthorne Public School District,NJ-312100,2023-24,54.0,43.0,50,49,65,62,54,61,41,32,42,56.7,26.0,63.9,NA,NA,NA,NA,NA,NA,NA,0.1427135231316726,32.3,15.9,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04189716312056738,0.054233576642335767,10:1,129:1,213,10.8,10.3,69.0,0.9,10.3,198,9.2,20.2,34.6,62,153,185,167,171,166,188,158,163,171,142,166,133,160,2185
Little Falls Township Public School District,NJ-312700,2023-24,57.0,59.5,57,52,61,59,49,52,50,63,74,72.9,39.2,82.0,NA,NA,NA,NA,NA,NA,NA,0.2527336860670194,58.6,30.6,66.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10395104895104895,0.09956066945606695,10:1,157:1,95,11.1,11.1,82.1,1.1,3.2,58,6.6,21.3,22.4,62,107,80,112,101,95,84,108,96,97,0,0,0,0,943
North Haledon School District,NJ-313640,2023-24,58.0,59.0,56.5,51,81,58,45,30,35,77.5,69,56.9,22.2,63.4,NA,NA,NA,NA,NA,NA,NA,0.17149999999999999,41.6,19.0,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08283582089552238,0.0770392749244713,11:1,208:1,59,13.9,12.5,79.7,1.7,16.9,55,9.3,19.3,15.4,27,65,66,61,70,69,59,67,68,70,0,0,0,0,623
Passaic City School District,NJ-313970,2023-24,50.0,52.0,41,49,62,46,51,56,46,59,48,31.1,<10%,36.3,NA,NA,NA,NA,NA,NA,NA,0.07270444763271161,17.7,<10%,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011584233465984462,0.01210367388022144,12:1,146:1,1006,13.7,12.6,81.4,3.6,8.4,2579,24.2,15.8,99.7,1353,726,843,743,820,802,809,837,834,893,907,929,876,775,12147
Paterson Public School District,NJ-314010,2023-24,47.0,45.0,42,47,44,50,50,38,43,48,54,24.0,11.5,26.8,NA,NA,NA,NA,NA,NA,NA,0.04211234694831293,14.2,<10%,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011704792554579456,0.015948430225617764,14:1,123:1,1762,11.9,11.9,71.4,3.0,9.8,7475,35.7,16.1,64.3,3197,1644,1712,1796,1689,1775,1721,1743,1782,1862,1373,1453,1365,1318,24430
Pompton Lakes School District,NJ-314230,2023-24,59.0,45.0,59,58,57,61,62.5,27,55,30,59,65.0,25.8,75.4,NA,NA,NA,NA,NA,NA,NA,0.2204270462633452,39.6,18.0,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04085781433607521,0.058318584070796466,12:1,108:1,149,13.4,12.2,77.2,0,8.0,181,10.6,20.2,22.3,31,110,110,124,107,109,108,135,127,124,170,131,153,188,1727
Prospect Park Public School District,NJ-314270,2023-24,39.5,44.0,23,40,40,55.5,47,29,36,50,73.5,19.9,<10%,25.7,NA,NA,NA,NA,NA,NA,NA,NA,13.0,<10%,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004710920770877944,0.0033879781420765027,10:1,102:1,81,10.6,9.9,54.3,13.6,1.2,132,18.3,24.3,61.2,107,79,71,78,74,81,77,79,63,103,0,0,0,0,812
Ringwood School District,NJ-314400,2023-24,50.0,45.0,48,40,39.5,55,68,52.5,37,33.5,59.5,56.2,25.6,67.3,NA,NA,NA,NA,NA,NA,NA,0.11989690721649485,50.5,25.1,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06811851851851852,0.06722735674676525,9:1,86:1,116,10.4,9.4,72.4,0,8.6,134,13.4,27.3,9.5,29,103,99,102,107,101,125,116,116,136,0,0,0,0,1034
