DistrictName,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,ST_LEAID,SchoolYear,Students with Disabilities,Economically Disadvantaged Students,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_District,TeacherAvgYearsExp_District,TeacherAvgYearsExpInDistrict_District,TeacherInDistrict4YearsOrMore_District,Chronic_Abs_Count,Chronic_Abs_Pct,Abs_0,Abs_1-5,Abs_6-10,Abs_11-15,Abs_over15
Pride Academy Charter School District,0,0,0,0,0,0,72,72,72,71,0,0,0,0,287,NJ-806020,2018-2019,11.1,81.9,48.6,12.5,53.1,NA,31.8,15.6,33.9,0,0,11:1,57:1,27,4.6,3.8,40.7,24,8.4,7,40,24,15,13
Community Charter School of Paterson,0,102,100,103,101,104,102,100,101,99,0,0,0,0,912,NJ-806021,2018-2019,13.0,71.5,45.4,14.7,51.7,NA,23.7,*,*,NA,0,14:1,65:1,66,6.2,5.4,81.8,98,10.7,2,30,33,17,18
Burch Charter School of Excellence,0,60,60,60,60,60,51,0,0,0,0,0,0,0,351,NJ-806022,2018-2019,3.4,97.2,52.9,*,*,NA,30.8,*,*,0,0,20:1,176:1,18,6.3,5.9,100.0,21,6.0,7,46,25,14,9
Paul Robeson Charter School for the Humanities,0,0,0,0,0,76,74,76,77,69,0,0,0,0,372,NJ-806025,2018-2019,10.8,96.0,48.2,12.2,53.8,NA,24.5,*,*,NA,0,N,N,N,N,N,N,41,11.0,2,36,28,15,19
Riverbank Charter School of Excellence,0,41,38,38,38,0,0,0,0,0,0,0,0,0,155,NJ-806026,2018-2019,2.6,12.9,67.6,*,*,NA,81.1,*,*,0.41,0.41,11:1,78:1,14,5.1,4.1,42.9,0,0,17,76,7,0,0
Vineland Public Charter School,30,26,45,48,46,29,32,33,33,40,7,0,0,0,369,NJ-806028,2018-2019,4.9,64.5,59.6,41.7,60.7,NA,33.0,23.1,33.7,NA,0,12:1,185:1,30,1.6,1.4,16.7,54,16.1,2,21,31,19,27
Newark Educators Community Charter School,45,52,54,48,48,48,0,0,0,0,0,0,0,0,295,NJ-806029,2018-2019,18.3,93.2,28.4,*,*,NA,27.4,*,*,0,0,30:1,98:1,10,5.1,3.0,33.3,72,28.8,1,18,28,20,32
The Ethical Community Charter School,0,43,42,45,42,42,43,42,40,40,0,0,0,0,379,NJ-806030,2018-2019,10.3,48.3,61.2,20.6,67.8,NA,44.6,14.7,49.5,0,0,11:1,63:1,33,8.0,4.8,75.0,57,15.1,2,30,31,15,22
Academy for Urban Leadership Charter School,0,0,0,0,0,0,0,0,71,102,97,103,93,95,561,NJ-806032,2018-2019,5.0,77.7,33.0,15.8,33.9,NA,*,*,*,0,0,11:1,80:1,52,6.8,1.8,23.1,50,8.9,5,36,28,18,12
The Barack Obama Green Charter High School District,0,0,0,0,0,0,0,0,0,0,56,65,51,60,232,NJ-806033,2018-2019,7.8,85.8,39.0,25.0,40.6,NA,*,*,*,0,NA,12:1,232:1,20,6.1,5.1,42.1,6,2.6,3,27,45,22,2
Hoboken Dual Language Charter School,0,49,50,43,47,48,38,45,43,36,0,0,0,0,399,NJ-806036,2018-2019,11.8,9.8,84.1,50.0,88.4,NA,72.2,32.1,77.2,NA,0.12186363636363635,18:1,399:1,22,7.4,3.5,54.5,12,3.0,3,44,35,12,6
Hatikvah International Academy Charter School,0,74,75,49,50,50,50,51,52,38,0,0,0,0,489,NJ-806041,2018-2019,12.9,4.7,86.3,62.2,90.8,NA,78.2,54.5,82.5,0.20261168384879724,0.19012145748987855,12:1,163:1,42,6.3,2.7,26.2,49,10.0,1,31,32,20,17
Great Oaks Legacy Charter School,0,1,119,79,83,79,165,144,144,149,114,101,79,86,1343,NJ-806053,2018-2019,17.5,85.6,47.5,10.3,54.2,NA,36.6,*,*,0.01181818181818182,0.018226351351351353,15:1,122:1,89,1.7,1.7,16.9,362,23.6,3,26,21,18,31
Peoples Preparatory Charter School District,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NJ-806057,2018-2019,N,N,13.0,*,*,NA,*,*,*,0,NA,N,N,24,4.7,3.0,41.7,92,24.9,2,32,27,13,25
Roseville Community Charter School,0,70,64,65,59,60,0,0,0,0,0,0,0,0,318,NJ-806058,2018-2019,8.5,98.7,35.3,10.0,37.7,NA,30.2,*,*,0,0,12:1,106:1,26,4.9,1.7,23.1,94,29.7,2,16,20,26,36
Atlantic Community Charter School,0,49,75,75,44,52,29,29,20,14,0,0,0,0,387,NJ-806060,2018-2019,14.0,94.8,25.7,*,*,NA,17.4,*,*,NA,0,11:1,129:1,35,6.6,1.1,2.9,74,19.1,3,24,26,22,25
Dr Lena Edwards Academic Charter School,0,41,45,43,46,43,44,44,43,43,0,0,0,0,392,NJ-806064,2018-2019,15.3,87.5,41.8,13.9,46.4,NA,21.1,*,*,NA,0,14:1,131:1,29,9.2,3.1,48.1,78,19.9,0,22,27,23,28
The Kingdom Charter School of Leadership,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NJ-806067,2018-2019,100.0,100.0,27.1,*,*,NA,17.6,*,*,0,0,1:1,0:1,17,3.8,2.0,16.7,3,1.7,11,42,27,14,6
M.E.T.S. Charter School,0,0,0,0,0,0,0,31,36,49,192,170,138,118,734,NJ-806068,2018-2019,10.8,74.0,22.4,*,*,NA,11.3,*,*,0,0,13:1,122:1,58,4.3,1.7,15.5,160,21.9,2,23,27,21,27
Millville Public Charter School,0,23,25,28,10,25,26,21,29,15,0,0,0,0,202,NJ-806069,2018-2019,10.4,67.3,33.6,*,*,NA,16.4,11.8,17.2,0,0,11:1,202:1,19,3.2,1.1,10.5,45,23.1,1,18,29,21,30
Benjamin Banneker Preparatory Charter School,0,12,12,39,40,39,40,42,60,76,0,0,0,0,360,NJ-806076,2018-2019,13.1,49.7,31.9,18.9,33.9,NA,26.4,24.3,26.8,0,0,13:1,72:1,28,2.8,1.8,17.6,20,5.6,11,42,26,12,9
John P Holland Charter School,90,90,83,23,25,23,23,22,22,19,0,0,0,0,420,NJ-806079,2018-2019,13.1,87.4,57.5,23.5,62.4,NA,38.1,17.6,41.0,NA,0,16:1,140:1,27,6.4,3.2,44.4,36,10.9,2,28,32,24,15
Passaic Arts and Science Charter School,0,195,184,184,171,91,92,91,90,91,83,71,53,44,1440,NJ-806080,2018-2019,6.9,78.4,44.0,13.4,46.9,NA,29.1,10.4,30.8,0,0,14:1,N,106,5.8,2.4,21.7,11,0.8,9,50,29,10,2
Thomas Edison EnergySmart Charter School,0,50,51,51,50,50,50,50,50,42,38,28,0,0,510,NJ-806081,2018-2019,4.9,12.7,92.2,57.9,94.1,NA,84.2,36.8,87.0,NA,0.3318777292576419,16:1,85:1,32,5.8,1.7,19.4,4,0.8,6,51,35,7,1
BelovED Community Charter School,0,119,119,120,118,119,121,118,120,114,0,0,0,0,1068,NJ-806082,2018-2019,6.7,66.1,62.1,18.2,65.1,NA,43.7,11.4,45.9,0.024823196605374825,0.029595278246205736,16:1,119:1,67,7.6,3.0,37.3,65,6.1,4,34,34,18,10
Hope Community Charter School,0,21,30,32,18,22,28,0,0,0,0,0,0,0,151,NJ-806086,2018-2019,15.9,96.7,38.8,*,*,NA,25.4,*,*,0,0,9:1,50:1,17,3.5,2.6,41.2,15,10.1,3,26,32,21,18
Compass Academy Charter School,0,27,35,30,37,33,32,0,0,0,0,0,0,0,194,NJ-806089,2018-2019,7.2,58.2,46.1,17.4,54.4,NA,35.3,26.1,38.0,0,0,11:1,97:1,18,6.7,1.5,5.6,60,30.6,1,20,29,13,37
Jersey City Global Charter School,0,78,71,66,50,35,44,43,24,0,0,0,0,0,411,NJ-806093,2018-2019,7.3,37.7,87.6,*,*,NA,74.4,*,*,0.0547979797979798,0.0547979797979798,14:1,137:1,29,6.6,1.2,0.0,0,0,60,36,3,0,0
Phillip's Academy  Charter School,60,85,43,41,41,41,41,44,41,41,0,0,0,0,478,NJ-806094,2018-2019,9.8,61.5,53.1,24.2,57.6,NA,42.0,*,*,0,0,12:1,120:1,41,5.5,2.3,34.1,31,7.4,8,44,25,13,10
Paterson Arts and Science Charter School,0,69,68,75,79,72,74,73,70,74,61,60,0,0,775,NJ-806096,2018-2019,9.3,81.9,45.4,17.5,49.0,NA,27.5,*,*,0,0,15:1,388:1,52,6.1,2.3,25.0,19,2.5,7,45,32,11,5
Link Community Charter School,0,0,0,0,0,0,79,75,72,72,0,0,0,0,298,NJ-806099,2018-2019,11.4,78.5,62.3,23.3,66.8,NA,30.4,*,*,NA,0,11:1,60:1,28,4.0,1.9,28.6,10,3.3,7,39,26,17,11
Bridgeton Public Charter School,0,23,16,22,21,16,0,0,0,0,0,0,0,0,98,NJ-806100,2018-2019,0,100.0,29.7,*,*,NA,16.2,*,*,0,0,9:1,49:1,11,2.6,2.4,27.3,18,18.6,3,35,25,16,21
College Achieve Central Charter School,0,95,97,105,94,100,99,103,93,90,99,0,0,0,975,NJ-806101,2018-2019,7.3,63.9,25.3,*,*,NA,12.5,*,*,NA,0,14:1,244:1,70,4.3,0.7,0.0,41,4.2,16,53,17,7,7
Cresthaven Academy Charter School,0,75,78,78,0,0,0,0,0,0,0,0,0,0,231,NJ-806102,2018-2019,9.5,85.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:1,46:1,21,3.5,0.7,0.0,6,2.6,14,51,21,11,3
Empowerment Academy Charter School,0,121,122,115,118,97,0,0,0,0,0,0,0,0,573,NJ-806103,2018-2019,9.4,59.5,62.7,10.5,67.9,NA,46.7,*,*,0,0,15:1,115:1,39,3.3,2.2,10.3,46,8.1,3,30,36,20,10
Principle Academy Charter School,0,49,57,56,57,38,46,48,0,0,0,0,0,0,351,NJ-806104,2018-2019,6.2,63.5,31.8,*,*,NA,28.2,*,*,0,0,N,N,N,N,N,N,26,6.7,6,13,24,23,35
Hudson Arts and Science Charter School,0,116,109,81,95,72,74,68,64,0,0,0,0,0,679,NJ-806105,2018-2019,6.8,63.3,43.8,11.5,46.2,NA,44.2,*,*,0,0,15:1,679:1,44,4.7,2.0,0.0,6,0.9,10,59,21,8,2
Philip's Academy Charter School of Paterson,0,75,77,58,0,0,0,0,0,0,0,0,0,0,210,NJ-806106,2018-2019,5.7,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:1,105:1,19,3.2,0.9,0.0,29,13.8,4,28,31,20,18
Camden's Promise Charter School,60,180,188,163,157,149,176,176,173,152,162,152,174,139,2201,NJ-806107,2018-2019,9.2,87.9,46.2,*,*,NA,26.4,*,*,0,0,11:1,169:1,200,8.4,5.7,56.0,166,7.7,4,36,32,17,12
LEAD Charter School,0,0,0,0,0,0,0,0,0,0,18,49,86,59,212,NJ-806109,2018-2019,11.8,80.2,*,*,*,NA,*,*,*,NA,NA,19:1,42:1,11,9.7,1.5,0.0,*,*,0,2,6,3,90
Achieve Community Charter School,0,55,62,40,0,0,62,0,0,0,0,0,0,0,219,NJ-806110,2018-2019,6.8,75.8,44.1,*,*,NA,37.3,*,*,0,0,12:1,73:1,18,6.3,1.1,0.0,116,53.0,0,15,14,12,58
Trenton Stem-to-Civics Charter School,0,0,0,0,0,0,0,79,68,0,107,87,73,84,498,NJ-806183,2018-2019,17.1,40.8,20.5,*,*,NA,*,*,*,0,0,14:1,166:1,35,4.6,0.6,0.0,343,61.3,0,4,9,15,72
Classical Academy Charter School of Clifton,0,0,0,0,0,0,0,39,40,40,0,0,0,0,119,NJ-806230,2018-2019,5.0,24.4,74.6,45.5,77.6,NA,64.4,54.5,65.4,0,0,9:1,60:1,13,9.4,5.1,36.4,4,3.4,14,42,32,7,5
Environment Community Opportunity (ECO) Charter School,0,25,24,31,26,20,30,19,6,0,0,0,0,0,181,NJ-806232,2018-2019,14.9,85.1,52.5,40.0,54.7,NA,41.6,20.0,45.3,0,0,8:1,91:1,22,4.0,2.0,22.7,36,19.9,1,23,30,18,27
Freedom Prep Charter School,0,58,56,56,56,69,52,65,60,96,134,63,40,36,841,NJ-806240,2018-2019,18.9,88.2,24.4,*,*,NA,15.6,*,*,NA,0,12:1,93:1,70,3.7,2.2,14.3,210,24.7,3,20,28,20,29
Discovery Charter School,0,0,0,0,0,16,28,27,23,18,0,0,0,0,112,NJ-806320,2018-2019,13.4,92.0,66.7,16.7,73.1,NA,38.1,*,*,NA,0,12:1,28:1,9,10.9,10.3,77.8,19,17.0,2,30,33,11,24
East Orange Community Charter School,0,100,176,24,98,93,0,0,0,0,0,0,0,0,491,NJ-806410,2018-2019,9.6,100.0,44.2,*,*,NA,28.4,*,*,0,0,N,N,N,N,N,N,76,15.5,1,26,29,24,21
Elysian Charter School,0,32,32,32,33,32,33,32,32,32,0,0,0,0,290,NJ-806420,2018-2019,18.3,9.3,73.2,29.7,83.4,NA,67.5,27.0,77.1,0.056082474226804124,0.0671604938271605,10:1,145:1,28,13.0,8.7,71.4,8,2.8,7,38,38,13,4
Englewood on the Palisades Charter School,0,38,32,37,35,29,40,36,38,27,0,0,0,0,312,NJ-806430,2018-2019,7.4,46.5,68.3,29.2,73.6,NA,50.5,12.5,55.6,NA,0,13:1,156:1,24,12.3,9.9,66.7,27,8.7,3,39,26,18,15
Greater Brunswick Charter School,0,44,45,44,43,44,44,45,43,40,0,0,0,0,392,NJ-806635,2018-2019,20.7,87.2,38.1,10.2,46.3,NA,27.7,*,*,0,0,11:1,98:1,37,9.6,5.2,43.2,17,4.3,7,52,25,11,6
Gray Charter School,0,43,50,41,48,40,40,31,24,24,0,0,0,0,341,NJ-806665,2018-2019,7.9,78.0,87.3,*,*,NA,76.4,*,*,NA,0,17:1,114:1,20,8.9,5.6,45.0,26,7.6,3,38,31,14,15
Hoboken Charter School,0,22,22,22,22,22,22,23,22,22,23,26,25,26,299,NJ-806720,2018-2019,13.0,25.8,75.1,29.6,83.1,NA,52.8,30.4,56.2,NA,0,11:1,60:1,28,7.2,5.0,57.1,34,11.4,2,32,35,17,15
Hope Academy Charter School,0,37,31,23,24,24,24,23,20,25,0,0,0,0,231,NJ-806740,2018-2019,11.7,92.2,42.3,27.3,44.8,NA,33.3,18.2,35.8,NA,NA,9:1,58:1,26,8.7,5.4,42.3,9,3.9,14,52,18,10,5
International Charter School of Trenton,0,16,18,17,18,17,0,0,0,0,0,0,0,0,86,NJ-806810,2018-2019,12.8,90.7,20.0,*,*,NA,31.4,*,*,0,0,9:1,86:1,10,12.4,9.3,90.0,7,7.9,6,38,30,17,9
Jersey City Community Charter School,0,67,70,62,66,65,63,67,60,53,0,0,0,0,573,NJ-806910,2018-2019,8.6,75.7,44.0,11.8,47.3,NA,26.9,11.8,28.4,NA,0,16:1,143:1,36,6.8,5.6,44.4,66,11.6,4,33,28,19,17
Jersey City Golden Door Charter School,45,66,67,66,73,70,50,39,46,41,0,0,0,0,563,NJ-806915,2018-2019,9.2,53.8,57.6,13.2,63.7,NA,41.8,*,*,0.056025236593059934,0.06434782608695651,13:1,94:1,42,7.5,5.8,61.9,71,13.7,0,12,34,28,26
LEAP Academy University Charter School,0,123,122,122,120,114,112,121,119,119,114,104,103,0,1393,NJ-807109,2018-2019,7.8,88.7,30.4,*,*,NA,17.1,*,*,0,0,13:1,127:1,107,5.1,3.9,37.4,198,14.1,3,26,30,19,22
The Learning Community Charter School,45,66,65,66,66,66,66,66,65,59,0,0,0,0,630,NJ-807115,2018-2019,6.5,30.0,77.7,37.5,81.5,NA,54.2,18.8,57.5,0.048021108179419535,0.0563467492260062,15:1,315:1,43,9.7,6.6,44.2,49,8.4,4,34,35,17,11
Marion P. Thomas Charter School,73,69,88,109,123,108,121,109,99,99,161,148,119,119,1545,NJ-807210,2018-2019,12.1,89.5,29.4,*,*,NA,19.1,*,*,0,0,16:1,110:1,96,3.5,2.6,17.7,481,32.6,2,17,22,17,42
New Horizons Community Charter School,0,66,79,74,78,74,70,75,75,74,0,0,0,0,665,NJ-807290,2018-2019,6.0,97.0,29.4,*,*,NA,19.5,*,*,NA,0,11:1,95:1,59,8.3,3.1,28.8,131,19.7,4,30,23,15,28
North Star Academy Charter School,0,543,538,530,457,451,455,455,443,454,336,307,245,152,5366,NJ-807320,2018-2019,8.3,85.7,74.8,31.6,79.8,0.2868386322735453,65.2,21.7,70.3,0.10918910741301059,0.15206758559359715,16:1,298:1,346,3.6,2.8,30.3,888,16.6,7,33,23,14,22
TEAM Academy Charter School,0,451,445,439,448,454,340,341,335,332,221,205,169,149,4329,NJ-807325,2018-2019,14.0,89.1,49.6,*,*,0.10851268255188318,35.2,*,*,0.02040949100650593,0.028595174262734585,26:1,1082:1,169,5.0,2.5,21.9,904,20.9,2,23,29,20,27
Chartertech High School for the Performing Arts,0,0,0,0,0,0,0,0,0,0,90,100,77,71,338,NJ-807410,2018-2019,24.0,75.4,27.4,10.9,33.1,NA,*,*,*,0,NA,9:1,85:1,39,8.6,6.9,69.2,95,28.1,2,22,25,18,33
Pace Charter School of Hamilton,0,45,48,45,45,44,45,42,27,0,0,0,0,0,341,NJ-807500,2018-2019,3.5,80.4,77.2,*,*,NA,58.3,*,*,0,0,13:1,171:1,27,8.9,6.3,70.4,0,0,21,68,11,1,0
Paterson Charter School for Science and Technology,0,143,141,141,142,90,95,93,94,84,105,103,90,67,1388,NJ-807503,2018-2019,12.2,90.3,50.6,17.4,55.7,NA,25.4,*,*,0,0,12:1,139:1,114,3.8,3.0,32.5,27,1.9,5,42,27,17,9
Princeton Charter School,0,39,41,44,48,50,50,47,50,50,0,0,0,0,419,NJ-807540,2018-2019,8.4,3.8,90.7,58.3,93.8,NA,92.1,54.2,95.7,NA,0.3421004566210046,10:1,140:1,41,12.8,6.6,63.4,9,2.1,15,45,26,9,5
The Queen City Academy Charter School District,0,35,36,36,36,36,36,36,36,36,0,0,0,0,323,NJ-807600,2018-2019,9.3,82.7,63.4,15.4,70.0,NA,44.0,15.4,47.9,NA,0,12:1,108:1,28,3.9,3.3,28.6,29,9.0,4,37,29,16,14
Red Bank Charter School,20,20,19,20,20,20,20,20,18,22,0,0,0,0,199,NJ-807720,2018-2019,11.6,45.2,58.8,41.2,61.8,NA,47.1,29.4,50.0,0,0,7:1,66:1,28,8.6,5.9,46.4,1,0.6,8,51,29,10,2
Ridge and Valley Charter School,0,16,14,15,15,14,14,15,16,10,0,0,0,0,129,NJ-807727,2018-2019,29.5,0,59.5,34.6,70.7,NA,45.2,30.8,51.7,NA,0,7:1,43:1,19,9.7,6.1,68.4,14,10.9,2,16,36,28,18
Robert Treat Academy Charter School,0,80,80,80,78,76,76,74,67,73,0,0,0,0,684,NJ-807730,2018-2019,7.6,71.9,84.4,41.9,87.7,NA,72.5,25.8,76.1,0.079009009009009007,0.09455525606469002,14:1,137:1,50,9.9,7.6,68.0,31,4.5,5,38,29,17,11
Maria L. Varisco-Rogers Charter School,0,64,62,63,64,61,64,63,61,59,0,0,0,0,561,NJ-807735,2018-2019,10.9,81.1,87.7,66.7,89.9,NA,55.3,36.4,57.2,0,0,10:1,62:1,56,3.9,3.4,33.9,22,3.9,5,47,29,13,6
Soaraing Heights Charter School,0,50,23,24,25,48,25,24,25,22,0,0,0,0,266,NJ-807830,2018-2019,8.3,40.2,82.8,33.3,86.6,NA,60.9,16.7,64.3,NA,0,17:1,266:1,16,14.1,14.1,93.8,6,2.3,17,51,19,10,4
Sussex County Technology Charter School,0,0,0,0,0,0,0,73,74,75,0,0,0,0,222,NJ-807850,2018-2019,20.7,4.1,59.6,32.6,66.9,NA,33.0,15.2,37.8,0,0,10:1,74:1,23,8.3,4.8,47.8,25,11.2,1,23,35,18,23
Teaneck Community Charter School,0,36,36,36,36,36,36,36,36,35,0,0,0,0,323,NJ-807890,2018-2019,18.6,16.4,77.6,48.8,84.4,NA,63.1,36.6,69.4,0,0,12:1,81:1,27,10.3,8.4,74.1,16,5.0,4,47,28,14,7
College Achieve Greater Asbury Park Charter School,0,25,33,40,0,0,20,40,43,0,0,0,0,0,201,NJ-807891,2018-2019,12.4,56.7,13.4,*,*,NA,*,*,*,0,0,11:1,201:1,19,5.3,0.3,0.0,53,26.6,14,24,18,14,30
College Achieve Paterson Charter School,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NJ-807892,2018-2019,N,N,37.3,28.6,38.2,NA,13.5,*,*,0,0,N,N,27,4.2,0.4,0.0,29,5.8,5,41,29,16,9
Ocean Academy Charter School,0,59,59,52,38,0,0,0,0,0,0,0,0,0,208,NJ-807893,2018-2019,10.1,86.5,38.5,*,*,0,35.9,*,*,0,0,17:1,104:1,12,4.2,0.8,0.0,42,20.2,0,25,27,21,26
Achievers Early College Prep Charter School,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NJ-807895,2018-2019,N,N,28.6,*,*,0,*,*,*,0,0,N,N,5,1.8,1.0,0.0,15,21.4,6,34,20,16,24
Middlesex County STEM Charter School,0,49,23,22,0,0,0,0,0,0,0,0,0,0,94,NJ-807896,2018-2019,9.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:1,47:1,11,1.2,0.0,0.0,5,5.3,2,35,36,18,9
Union County TEAMS Charter School-High School/College LA,0,20,16,21,21,23,21,44,42,40,38,42,34,35,397,NJ-808010,2018-2019,9.5,93.9,58.4,17.4,62.3,NA,28.2,*,*,NA,0,20:1,79:1,20,8.3,4.2,40.0,32,8.1,17,35,23,14,11
Unity Charter School,0,25,22,26,32,31,24,27,25,26,0,0,0,0,238,NJ-808050,2018-2019,22.7,16.8,69.0,35.7,81.0,NA,45.6,16.7,56.0,0,0,11:1,60:1,21,5.9,2.9,27.8,6,2.5,3,43,36,15,4
University Academy Charter High School,0,0,0,0,0,0,0,0,0,0,113,112,97,101,423,NJ-808060,2018-2019,19.1,77.1,24.4,*,*,NA,*,*,*,0,NA,10:1,60:1,41,8.8,5.2,43.9,6,1.4,4,40,36,15,5
University Heights Charter School,115,107,131,128,78,85,83,75,69,55,0,0,0,0,926,NJ-808065,2018-2019,6.5,61.3,23.4,*,*,NA,16.5,*,*,NA,0,16:1,93:1,57,7.4,1.6,17.9,220,27.1,3,25,26,15,32
The Village Charter School,0,39,40,41,41,39,39,40,39,40,0,0,0,0,358,NJ-808140,2018-2019,8.1,81.3,59.5,21.7,63.7,NA,41.4,*,*,NA,0,11:1,90:1,34,9.5,3.7,23.5,31,8.6,25,37,19,8,11
State,76973,93059,97621,98118,99491,102813,104375,106020,104989,103918,108115,104453,100279,104063,1404287,NJ-StateState,2018-2019,17.4,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12:1,147:1,NA,NA,NA,NA,NA,NA,5,35,30,16,14
