ST_LEAID,SchoolYear,DistrictName,TotalEnrollment
NJ-131750,2020-2021,Glen Ridge Public School District,1823
NJ-132330,2020-2021,Irvington Public School District,7222
NJ-132730,2020-2021,Livingston Board Of Education School District,6002.5
NJ-133190,2020-2021,Millburn Township School District,4643
NJ-133310,2020-2021,Montclair Public School District,6359.5
NJ-133570,2020-2021,Newark Public School District,40085
NJ-133630,2020-2021,North Caldwell School District,684
NJ-133750,2020-2021,Nutley Public School District,3982
NJ-133880,2020-2021,Orange Board Of Education School District,5573.5
NJ-134530,2020-2021,Roseland School District,457
NJ-134900,2020-2021,South Orange-Maplewood School District,6860.5
NJ-135370,2020-2021,Verona Public School District,2178
NJ-135630,2020-2021,West Essex Regional School District,1627
NJ-135680,2020-2021,West Orange Public Schools,6638
NJ-150860,2020-2021,Clayton Public School District,1431
NJ-150870,2020-2021,Clearview Regional High School District,2272.5
NJ-151100,2020-2021,Deptford Township Public School District,3871
NJ-151180,2020-2021,East Greenwich Township School District,1303
NJ-151330,2020-2021,Elk Township School District,311
NJ-151590,2020-2021,Township Of Franklin School District,1302
NJ-151715,2020-2021,Gateway Regional High School District,875
NJ-151730,2020-2021,Glassboro School District,1811
NJ-151774,2020-2021,Gloucester County Special Services School District,541
NJ-151775,2020-2021,Gloucester County Vocational-Technical School District,1565
NJ-151830,2020-2021,Greenwich Township School District,378
NJ-152070,2020-2021,Harrison Township School District,1306
NJ-152440,2020-2021,Kingsway Regional School District,2809.5
NJ-152750,2020-2021,Logan Township School District,839
NJ-152990,2020-2021,Mantua Township School District,1200
NJ-153280,2020-2021,Monroe Township Public School District,5621
NJ-153490,2020-2021,National Park Boro School District,293
NJ-154020,2020-2021,Paulsboro School District,1137
NJ-154140,2020-2021,Pitman Boro School District,1119
NJ-154880,2020-2021,South Harrison Township School District,315
NJ-154940,2020-2021,Delsea Regional High School District,1565
NJ-155120,2020-2021,Swedesboro-Woolwich School District,1495
NJ-155500,2020-2021,Washington Township School District,6995
NJ-155590,2020-2021,Wenonah  Boro School District,165
NJ-155620,2020-2021,West Deptford Township School District,2892.5
NJ-155740,2020-2021,Westville Boro Public School District,338
NJ-155860,2020-2021,Woodbury City Public School District,1600
NJ-155870,2020-2021,Woodbury Heights Public School District,229
NJ-170220,2020-2021,Bayonne School District,9813.5
NJ-171200,2020-2021,East Newark School District,224
NJ-171850,2020-2021,Guttenberg School District,911
NJ-172060,2020-2021,Harrison Public Schools,2244
NJ-172210,2020-2021,Hoboken Public School District,3094
NJ-172295,2020-2021,Hudson County Schools Of Technology School District,2681.5
NJ-172390,2020-2021,Jersey City Public Schools,26541
NJ-172410,2020-2021,Kearny,5165
NJ-173610,2020-2021,North Bergen School District,7373
NJ-174730,2020-2021,Secaucus School District,2213
NJ-175240,2020-2021,Union City School District,12970
NJ-175580,2020-2021,Weehawken Public School District,1290
NJ-175670,2020-2021,West New York School District,8016
NJ-190020,2020-2021,Alexandria Township School District,463
NJ-190370,2020-2021,Bethlehem Township School District,331
NJ-190430,2020-2021,Bloomsbury Borough School District,89
NJ-190670,2020-2021,Califon Borough School District,90
NJ-190910,2020-2021,Clinton-Glen Gardner School District,425
NJ-190920,2020-2021,Clinton Township School District,1207
NJ-191040,2020-2021,Delaware Township School District,356
NJ-191050,2020-2021,Delaware Valley Regional High School District,678
NJ-191160,2020-2021,East Amwell Township School District,336
NJ-191376,2020-2021,South Hunterdon Regional School District,858.5
NJ-191510,2020-2021,Flemington-Raritan Regional School District,2958
NJ-191600,2020-2021,Franklin Township School District,253
NJ-191680,2020-2021,Frenchtown Borough School District,108
NJ-191970,2020-2021,Hampton Borough School District,76
NJ-192140,2020-2021,High Bridge Borough School District,362
NJ-192220,2020-2021,Holland Township School District,499
NJ-192300,2020-2021,Hunterdon Central Regional High School District,2574
NJ-192308,2020-2021,Hunterdon County Vocational School District,477.5
NJ-192450,2020-2021,Kingwood Township School District,340
NJ-192590,2020-2021,Lebanon Borough School District,92
NJ-192600,2020-2021,Lebanon Township School District,576
NJ-193180,2020-2021,Milford Borough School District,53
NJ-193660,2020-2021,North Hunterdon-Voorhees Regional High School District,2162
NJ-194350,2020-2021,Readington Township School District,1405
NJ-195180,2020-2021,Tewksbury Township School District,477
NJ-195270,2020-2021,Union Township School District,395
NJ-211245,2020-2021,East Windsor Regional School District,4985
NJ-211430,2020-2021,Ewing Township School District,3347
NJ-211431,2020-2021,Marie H. Katzenbach School For The Deaf,77.5
NJ-211950,2020-2021,Hamilton Township Public School District,11387.5
NJ-212280,2020-2021,Hopewell Valley Regional School District,3382.5
NJ-212580,2020-2021,Lawrence Township Public School District,3631.5
NJ-213103,2020-2021,Mercer County Special Services School District,498
NJ-213105,2020-2021,Area Vocational Technical Schools Of Mercer County,669
NJ-214255,2020-2021,Princeton Public Schools,3674
NJ-215210,2020-2021,Trenton Public Schools,14118.5
NJ-215510,2020-2021,Robbinsville Public Schools,3076.5
NJ-215715,2020-2021,West Windsor-Plainsboro Regional School District,9274
NJ-230750,2020-2021,Carteret Public School District,3760
NJ-230970,2020-2021,Cranbury Township School District,458
NJ-231140,2020-2021,Dunellen Public School District,1224
NJ-231170,2020-2021,East Brunswick Township School District,8029
NJ-231290,2020-2021,Edison Township School District,16474
NJ-232150,2020-2021,Highland Park Boro School District,1525.5
NJ-232370,2020-2021,Jamesburg Public School District,656
NJ-233120,2020-2021,Metuchen Public School District,2283
NJ-233140,2020-2021,Middlesex Borough School District,1999.5
NJ-233145,2020-2021,Educational Services Commission Of New Jersey,581
NJ-233150,2020-2021,Middlesex County Vocational And Technical School District,2150.5
NJ-233220,2020-2021,Milltown School District,772
NJ-233290,2020-2021,Monroe Township School District,6925
NJ-233530,2020-2021,New Brunswick School District,9818
NJ-233620,2020-2021,North Brunswick Township School District,5810
NJ-233845,2020-2021,Old Bridge Township School District,7999
NJ-234090,2020-2021,Perth Amboy Public School District,10666
NJ-234130,2020-2021,Piscataway Township School District,6972
NJ-234660,2020-2021,Sayreville School District,6228.5
NJ-234830,2020-2021,South Amboy School District,1072.5
NJ-234860,2020-2021,South Brunswick School District,8213
NJ-234910,2020-2021,South Plainfield School District,3361.5
NJ-234920,2020-2021,South River Public School District,2308.5
NJ-234970,2020-2021,Spotswood Public School District,1582
NJ-235850,2020-2021,Woodbridge Township School District,13708
NJ-250100,2020-2021,Asbury Park School District,1724.5
NJ-250130,2020-2021,Atlantic Highlands School District,255
NJ-250180,2020-2021,Avon Boro School District,133
NJ-250225,2020-2021,Bayshore Jointure Commission School District,52
NJ-250270,2020-2021,Belmar Elementary School District,437
NJ-250500,2020-2021,Bradley Beach School District,261
NJ-250560,2020-2021,Brielle Boro School District,509
NJ-250945,2020-2021,Colts Neck Township School District,950
NJ-251000,2020-2021,Deal Boro School District,156
NJ-251260,2020-2021,Eatontown Public School District,973
NJ-251440,2020-2021,Fair Haven School District,970
NJ-251490,2020-2021,Farmingdale Public School District,160
NJ-251640,2020-2021,Freehold Borough School District,1638
NJ-251650,2020-2021,Freehold Regional High School District,10260
NJ-251660,2020-2021,Freehold Township School District,3573
NJ-252105,2020-2021,Hazlet Township Public School District,2650.5
NJ-252120,2020-2021,Henry Hudson Regional School District,302.5
NJ-252160,2020-2021,Highlands Borough School District,174
NJ-252230,2020-2021,Holmdel Township School District,2882.5
NJ-252290,2020-2021,Howell Township Public School District,5407
NJ-252400,2020-2021,Keansburg School District,1539
NJ-252430,2020-2021,Keyport School District,927.5
NJ-252720,2020-2021,Little Silver Boro School District,780
NJ-252770,2020-2021,Long Branch Public School District,5399
NJ-252920,2020-2021,Manalapan-Englishtown Regional Schools School District,4622
NJ-252930,2020-2021,Manasquan School District,1517.5
NJ-253030,2020-2021,Marlboro Township School District,4523
NJ-253040,2020-2021,Matawan-Aberdeen Regional School District,3575.5
NJ-253160,2020-2021,Middletown Township Public School District,9091
NJ-253200,2020-2021,Millstone Township School District,1040
NJ-253250,2020-2021,Monmouth Beach School District,257
NJ-253255,2020-2021,Monmouth-Ocean Educational Services Commission School Distri,14
NJ-253260,2020-2021,Monmouth County Vocational School District,2108
NJ-253270,2020-2021,Monmouth Regional High School,930.5
NJ-253500,2020-2021,Neptune City School District,219
NJ-253510,2020-2021,Neptune Township School District,3664.5
NJ-253810,2020-2021,Township Of Ocean School District,3263.5
NJ-253830,2020-2021,Oceanport School District,537
NJ-254360,2020-2021,Red Bank Borough Public School District,1377
NJ-254365,2020-2021,Red Bank Regional School District,1269
NJ-254520,2020-2021,Roosevelt Borough Public School District,72
NJ-254570,2020-2021,Rumson Borough School District,935
NJ-254580,2020-2021,Rumson-Fair Haven Regional High School District,963
NJ-254690,2020-2021,Sea Girt Borough School District,150
NJ-254760,2020-2021,Shore Regional High School District,594
NJ-254770,2020-2021,Shrewsbury Borough School District,441
NJ-254980,2020-2021,Spring Lake Borough,169
NJ-254990,2020-2021,Spring Lake Heights School District,338
NJ-255185,2020-2021,Tinton Falls School District,1324
NJ-255230,2020-2021,Union Beach Public School District,599
NJ-255310,2020-2021,Upper Freehold Regional School District,2099.5
NJ-255420,2020-2021,Wall Township Public School District,3286
NJ-255640,2020-2021,West Long Branch School District,562
NJ-270450,2020-2021,Boonton Town School District,1417
NJ-270460,2020-2021,Boonton Township School District,384
NJ-270630,2020-2021,Butler Public School District,1118
NJ-270785,2020-2021,School District Of The Chathams,3901.5
NJ-270820,2020-2021,Chester Township School District,1044
NJ-271090,2020-2021,Denville Township K-8 School District,1612
NJ-271110,2020-2021,Dover Public School District,3270.5
NJ-271190,2020-2021,East Hanover Township School District,896
NJ-271530,2020-2021,Florham Park School District,958
NJ-271990,2020-2021,Hanover Park Regional High School District,1393
NJ-272000,2020-2021,Hanover Township School District,1287
NJ-272010,2020-2021,Harding Township School District,267
NJ-272380,2020-2021,Jefferson Township Public School District,2564
NJ-272460,2020-2021,Kinnelon School District,1651.5
NJ-272650,2020-2021,Lincoln Park School District,874
NJ-272870,2020-2021,Madison Public School District,2523
NJ-273090,2020-2021,Mendham Borough School District,482
NJ-273100,2020-2021,Mendham Township School District,742
NJ-273240,2020-2021,Mine Hill Township School District,339
NJ-273340,2020-2021,Montville Township School District,3386
NJ-273364,2020-2021,Educational Services Commission Of Morris County,37
NJ-273365,2020-2021,Morris County Vocational School District,1458.5
NJ-273370,2020-2021,Morris Hills Regional School District,2604
NJ-273380,2020-2021,Morris Plains School District,575
NJ-273385,2020-2021,Morris School District,5393
NJ-273410,2020-2021,Mount Arlington Public School District,336
NJ-273450,2020-2021,Mount Olive Township School District,4613.5
NJ-273460,2020-2021,Mountain Lakes Public School District,1405
NJ-273520,2020-2021,Netcong School District,283
NJ-273950,2020-2021,Parsippany-Troy Hills Township School District,7131
NJ-274000,2020-2021,Long Hill Township School District,793
NJ-274080,2020-2021,Pequannock Township School District,2045
NJ-274330,2020-2021,Randolph Township School District,4296.5
NJ-274440,2020-2021,Riverdale School District,295
NJ-274480,2020-2021,Rockaway Borough School District,506
NJ-274490,2020-2021,Rockaway Township School District,2271
NJ-274560,2020-2021,Roxbury Township School District,3386.5
NJ-275520,2020-2021,Washington Township School District,1923
NJ-275660,2020-2021,West Morris Regional High School District,2226.5
NJ-275770,2020-2021,Wharton Borough School District,694
NJ-290185,2020-2021,Barnegat Township School District,3466
NJ-290210,2020-2021,Bay Head Borough School District,127
NJ-290230,2020-2021,Beach Haven School District,86
NJ-290320,2020-2021,Berkeley Township School District,2365
NJ-290530,2020-2021,Brick Township Public School District,8255.5
NJ-290770,2020-2021,Central Regional School District,2366
NJ-291150,2020-2021,Eagleswood Township School District,135
NJ-292350,2020-2021,Island Heights School District,128
NJ-292360,2020-2021,Jackson Township School District,7586.5
NJ-292480,2020-2021,Lacey Township School District,3823
NJ-292500,2020-2021,Lakehurst School District,376
NJ-292520,2020-2021,Lakewood Township School District,5272.5
NJ-292550,2020-2021,Lavallette Borough School District,156
NJ-292690,2020-2021,Little Egg Harbor Township School District,1611
NJ-292760,2020-2021,Long Beach Island Consolidated School District,214
NJ-292940,2020-2021,Manchester Township School District,2864
